COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
MUSC 3184,T02 (21647),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 3184,T01 (21646),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 3184,T03 (21648),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 3190,T13 (24539),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:45-17:00 (M)",Minna Chung
MUSC 3190,T25 (26472),Wednesday Night Jazz Big Band - Part A (1),M,"Sep 03 - Dec 08, 17:30-19:00 (W)",Jonathan Challoner
MUSC 3190,T16 (26353),Chamber Opera - Part A (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 3190,T13 (24539),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (W)",Minna Chung
MUSC 3190,T07 (21695),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 3190,T02 (21691),Musical Theatre (Part A) (1),M,"Sep 03 - Dec 08, 16:00-19:00 (T)",Donna Fletcher
MUSC 3190,T12 (22245),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 3190,T08 (21696),Percussion Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 19:30-21:30 (M)",Victoria Sparks
MUSC 3190,T06 (21694),Composition Seminar (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (W)",Gordon Fitzell
MUSC 3190,T11 (22234),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 3190,T09 (21701),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 3190,T10 (21702),Rhythm Section Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (T)",Karl Kohut
MUSC 3190,T04 (21692),Chamber Music (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Judith Kehler-Siebert
MUSC 3190,T07 (21695),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Katherine Twaddle
MUSC 3194,A01 (21611),Jazz Improvisation 3 (Part A) (1.5),M,"Sep 03 - Dec 08, 11:30-12:45 (R)",Emmanuel Bach Camargo
MUSC 3270,A02 (22969),Performance Skills (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Katherine Twaddle
MUSC 3360,T11 (26468),Topics in Music Education: Wednesday Night Jazz Big Band - (Part A) (1.5),M,"Sep 03 - Dec 08, 17:30-19:00 (W)",Jonathan Challoner
MUSC 3450,A01 (26350),"Analytical Approaches to Rhythm, Metre, and Dance (3)",M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Rebecca Simpson
MUSC 3470,B01 (23184),Major Practical Study - Voice Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 16:00-17:30 (R)",Mel Braun
MUSC 3470,B02 (23185),Major Practical Study - Cello Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (R)",Minna Chung
MUSC 3470,B03 (23147),Major Practical Study - Woodwind Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Douglas Harrington
MUSC 3470,K01 (10602),Major Practical Study (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 3470,B06 (23187),Major Practical Study - Jazz Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Fabio Ragnelli
MUSC 3470,B10 (23221),Major Practical Study - Composition Masterclass (Part A) (0),M,Sep 03 - Dec 08,Orjan Sandred
MUSC 3470,B09 (23189),Major Practical Study - Guitar Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 15:30-18:00 (M)",Ryszard Tyborowski
MUSC 3470,B04 (23186),Major Practical Study - Brass Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Richard Gillis
MUSC 3470,B05 (23167),Major Practical Study - Percussion Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Victoria Sparks
MUSC 3470,B07 (23188),Major Practical Study - Piano Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",David Moroz
MUSC 3470,B08 (23166),Major Practical Study - Violin/Viola Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (T)",TBA
MUSC 3480,K03 (24526),Minor Practical Study (3),M,Sep 03 - Dec 08,Laura Loewen
MUSC 3550,A01 (10603),Recital 1 (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 3554,A01 (12128),Jazz Recital 1 (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 3620,A10 (26722),"Gender, Sexuality, and Music: Gender Disparity in Brass Studies (Part A) (1.5)",M,Sep 03 - Dec 08,Colette Simonot-Maiello
MUSC 3620,A02 (25498),Métis Fiddling Independent Study (3),M,Sep 03 - Dec 08,Patti Kusturok
MUSC 3650,A01 (15083),Electroacoustic Music (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Orjan Sandred
MUSC 3772,A01 (20088),Vocal Pedagogy for Choirs (3),M,"Sep 03 - Dec 08, 10:00-11:15 (MW)",Catherine Robbins
MUSC 3780,A01 (26332),Woodwind Techniques (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Douglas Harrington
MUSC 3790,K01 (21567),Brass Techniques (3),M,"Sep 03 - Dec 08, 08:30-09:20 (MWF)",Richard Gillis
MUSC 3820,T02 (21678),Chamber Opera (3),M,Sep 03 - Dec 08,Katherine Twaddle
MUSC 3830,T42 (26476),Business of Music (3),M,"Sep 03 - Dec 08, 17:30-20:30 (R)",Sean McManus
MUSC 3830,T41 (26355),Composition for Film and Media (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Melody McKiver
MUSC 3830,T47 (26478),Undergraduate Acting for Singers - Part A (1.5),M,"Sep 03 - Dec 08, 14:30-16:00 (M)",Katherine Twaddle
MUSC 3830,T49 (26534),Topics in Music (3),M,"Sep 03 - Dec 08, 17:30-20:30 (R)",Patti Kusturok
MUSC 3830,T50 (26536),Introduction to Game Audio (3),M,"Sep 03 - Dec 08, 17:30-20:30 (R)",Mackenzie Enns
MUSC 3830,T16 (16939),Role Study (Part A) (1.5),M,Sep 03 - Dec 08,Tracy Dahl
MUSC 3964,A02 (26331),History of Western Art Music After 1900 (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Andrew Deruchie
MUSC 4010,A02 (26327),French Diction and Repertoire (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Laura Loewen
MUSC 4160,K02 (15663),Major Practical Study (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 4160,B07 (26743),Major Practical Study (0),M,Sep 03 - Dec 08,TBA
MUSC 4180,T12 (22297),University of Manitoba Upper Voices (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:15 (MW)",Elroy Friesen
MUSC 4180,T15 (16968),Experimental Improvisation Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Gordon Fitzell
MUSC 4180,T02 (10608),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (MW)",Minna Chung
MUSC 4180,T03 (10610),University Singers (Part A) (1),M,"Sep 03 - Dec 08, 13:00-15:15 (TR)",Elroy Friesen
MUSC 4180,T07 (10614),Concert Choir (Part A) (1),M,"Sep 03 - Dec 08, 17:30-19:30 (W)",Catherine Robbins
MUSC 4180,T05 (16532),Concert Band (Part A) (1),M,"Sep 03 - Dec 08, 19:00-21:30 (T)",Jacqueline Dawson
MUSC 4180,T08 (10615),Cantata Singers (Part A) (1),M,"Sep 03 - Dec 08, 16:30-18:15 (M)",Elroy Friesen
MUSC 4180,T04 (10611),Wind Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:45 (TR)",Jacqueline Dawson
MUSC 4184,T02 (21650),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 4184,T01 (21649),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 4184,T03 (21651),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 4190,T12 (22246),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 4190,T07 (21707),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Katherine Twaddle
MUSC 4190,T13 (24540),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (W)",Minna Chung
MUSC 4190,T07 (21707),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 4190,T10 (21710),Rhythm Section Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (T)",Karl Kohut
MUSC 4190,T04 (21704),Chamber Music (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Judith Kehler-Siebert
MUSC 4190,T09 (21709),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 4190,T24 (26354),Chamber Opera - Part A (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 4190,T08 (21708),Percussion Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 19:30-21:30 (M)",Victoria Sparks
MUSC 4190,T02 (21703),Musical Theatre (Part A) (1),M,"Sep 03 - Dec 08, 16:00-19:00 (T)",Donna Fletcher
MUSC 4190,T06 (21706),Composition Seminar (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (W)",Gordon Fitzell
MUSC 4190,T25 (26473),Wednesday Night Jazz Big Band - Part A (1),M,"Sep 03 - Dec 08, 17:30-19:00 (W)",Jonathan Challoner
MUSC 4190,T11 (22235),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 4190,T13 (24540),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:45-17:00 (M)",Minna Chung
MUSC 4194,A01 (21626),Jazz Improvisation 4 (Part A) (1.5),M,"Sep 03 - Dec 08, 11:30-12:45 (T)",Niall Bakkestad-Legare
MUSC 4380,A01 (13127),Piano Repertoire (Part A) (1.5),M,"Sep 03 - Dec 08, 11:30-12:45 (T)",David Moroz
MUSC 4452,A01 (22342),Jazz Pedagogy (3),M,"Sep 03 - Dec 08, 16:30-19:30 (W)",Fabio Ragnelli
MUSC 4470,B08 (23200),Major Practical Study - Violin/Viola Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (T)",TBA
MUSC 4470,B07 (23199),Major Practical Study - Piano Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",David Moroz
MUSC 4470,B10 (23222),Major Practical Study - Composition Masterclass (Part A) (0),M,Sep 03 - Dec 08,Orjan Sandred
MUSC 4470,B09 (23201),Major Practical Study - Guitar Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 15:30-18:00 (M)",Ryszard Tyborowski
MUSC 4470,B04 (23144),Major Practical Study - Brass Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Richard Gillis
MUSC 4470,B06 (23177),Major Practical Study - Jazz Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Fabio Ragnelli
MUSC 4470,B05 (23198),Major Practical Study - Percussion Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Victoria Sparks
MUSC 4470,B03 (23152),Major Practical Study - Woodwind Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Douglas Harrington
MUSC 4470,B02 (23197),Major Practical Study - Cello Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (R)",Minna Chung
MUSC 4470,B01 (23196),Major Practical Study - Voice Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 16:00-17:30 (R)",Mel Braun
MUSC 4470,K01 (10624),Major Practical Study (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 4530,A01 (19646),Operatic Piano (Part A) (1.5),M,"Sep 03 - Dec 08, 10:00-11:15 (W)",Laura Loewen
MUSC 4560,A01 (10625),Recital 2 (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 4564,A01 (21630),Jazz Recital 2 (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 4782,A01 (22154),Instrumental Music Methods 2 (3),M,"Sep 03 - Dec 08, 10:00-11:15 (MW)",Jacqueline Dawson
MUSC 4896,A02 (26328),Cultural Perspectives for Music Educators (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Jody Stark
MUSC 5180,T04 (22271),Chamber Music (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 5180,T03 (22260),Opera Theatre (Part A) (1.5),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Katherine Twaddle
MUSC 5180,T03 (22260),Opera Theatre (Part A) (1.5),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 5400,K01 (10627),Major Practical Study (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 5560,A01 (10628),Recital (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 7002,A01 (25328),Graduate Theory Preparation (1),M,"Sep 03 - Dec 08, 10:30-11:45 (F)",David Litke
MUSC 7050,A01 (11816),Bibliography and Research Methods (3),M,"Sep 03 - Dec 08, 17:00-19:30 (T)",Colette Simonot-Maiello
MUSC 7070,A02 (19439),Advanced Diction 2 (Part A) (0.5),M,"Sep 03 - Dec 08, 10:00-11:15 (M)",Laura Loewen
MUSC 7120,T03 (26543),Seminar in Musicology: Perspectives on Indigenous Music (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Melody McKiver
MUSC 7180,A01 (10629),Ensemble (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 7210,T02 (26351),"Seminar in Music Theory and Analysis: Analytical Approaches to Rhythm, Metre, and Dance (3)",M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Rebecca Simpson
MUSC 7380,A01 (22033),Piano Repertoire Seminar - (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (T)",David Moroz
MUSC 7400,K10 (26516),Major Practical Study 1 (Part A) (1.5),M,Sep 03 - Dec 08,David Moroz
MUSC 7400,K11 (26517),Major Practical Study 1 (Part A) (1.5),M,Sep 03 - Dec 08,Minna Chung
MUSC 7400,K07 (26513),Major Practical Study 1 (Part A) (1.5),M,Sep 03 - Dec 08,Tracy Dahl
MUSC 7400,K06 (26512),Major Practical Study 1 (Part A) (1.5),M,Sep 03 - Dec 08,Judith Kehler-Siebert
MUSC 7400,K05 (26511),Major Practical Study 1 (Part A) (1.5),M,Sep 03 - Dec 08,Elroy Friesen
MUSC 7400,K04 (26510),Major Practical Study 1 (Part A) (1.5),M,Sep 03 - Dec 08,Jacqueline Dawson
MUSC 7410,K10 (26508),Major Practical Study 2 (Part A) (1.5),M,Sep 03 - Dec 08,Tracy Dahl
MUSC 7410,K08 (26505),Major Practical Study 2 (Part A) (1.5),M,Sep 03 - Dec 08,Minna Chung
MUSC 7410,K07 (26504),Major Practical Study 2 (Part A) (1.5),M,Sep 03 - Dec 08,Jacqueline Dawson
MUSC 7410,K11 (26509),Major Practical Study 2 (Part A) (1.5),M,Sep 03 - Dec 08,TBA
MUSC 7410,K06 (26503),Major Practical Study 2 (Part A) (1.5),M,Sep 03 - Dec 08,Tracy Dahl
MUSC 7410,K09 (26506),Major Practical Study 2 (Part A) (1.5),M,Sep 03 - Dec 08,Judith Kehler-Siebert
MUSC 7530,A01 (18972),Operatic Piano (Part A) (1),M,"Sep 03 - Dec 08, 10:00-11:15 (W)",Laura Loewen
MUSC 7860,T17 (21690),Sonata Duo (3),M,"Sep 03 - Dec 08, 13:00-16:00 (R)",Judith Kehler-Siebert
KIN 2200,A01 (16355),Basic Trauma and Life Support (3),M,"Sep 03 - Dec 08, 11:30-12:45 (F)",Mandy Los
KIN 2200,A01 (16355),Basic Trauma and Life Support (3),M,"Sep 03 - Dec 08, 11:30-14:15 (W)",Mandy Los
KIN 2610,A01 (11864),Health and Physical Aspects of Aging (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Barbara Tallman
KIN 3160,A01 (11217),Pathology and Sport Medicine (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Byron Bahniuk
KIN 3160,B02 (11227),Pathology and Sport Medicine (0),M,"Sep 03 - Dec 08, 14:30-15:45 (R)",Byron Bahniuk
KIN 3160,B01 (11219),Pathology and Sport Medicine (0),M,"Sep 03 - Dec 08, 16:00-17:15 (R)",Byron Bahniuk
KIN 3330,A01 (11655),Functional Assessment and Restoration A (3),M,"Sep 03 - Dec 08, 14:30-17:15 (T)",Byron Bahniuk
KIN 3330,A01 (11655),Functional Assessment and Restoration A (3),M,"Sep 03 - Dec 08, 08:30-09:20 (MWF)",Byron Bahniuk
KIN 3912,A01 (11656),Athletic Therapy Practicum (Part A) (2),M,"Aug 05 - Dec 23, 08:30-09:45 (T)",Mandy Los
KIN 4070,A01 (22905),Development and Movement Disorders (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Cheryl Glazebrook
KIN 4330,A01 (11225),Advanced Biomechanics (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Jonathan Singer
KIN 4330,A01 (11225),Advanced Biomechanics (3),M,"Sep 03 - Dec 08, 10:30-12:15 (W)",Jonathan Singer
KIN 4400,A01 (20251),Therapeutic Exercise Rehabilitation (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Mandy Los
KIN 4460,A01 (11771),Fitness Appraisal and Lifestyle Counselling (3),M,"Sep 03 - Dec 08, 13:30-14:45 (MW)",Janet Lawson
KIN 4460,B01 (12398),Fitness Appraisal and Lifestyle Counselling (0),M,"Sep 03 - Dec 08, 11:30-14:15 (F)",Janet Lawson
KIN 4460,B02 (12399),Fitness Appraisal and Lifestyle Counselling (0),M,"Sep 03 - Dec 08, 08:30-11:15 (F)",Janet Lawson
KIN 4540,A01 (25853),Advanced Topics in Sport Psychology (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Benjamin Schellenberg
KIN 4910,A01 (11467),Athletic Therapy Practicum (Part A) (3),M,"Aug 05 - Dec 23, 10:00-11:15 (T)",Mandy Los
KPER 1200,D01 (20357),"Physical Activity, Health and Wellness (3)",DE,Sep 03 - Dec 08,Shelley Harms
KPER 1200,G07 (26295),"Physical Activity, Health and Wellness (3)",M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Edgar Galeano
KPER 1200,A01 (16155),"Physical Activity, Health and Wellness (3)",M,"Sep 03 - Dec 08, 14:30-15:20 (MWF)",Shelley Harms
KPER 1400,D01 (16357),Concepts of Recreation and Leisure (3),DE,Sep 03 - Dec 08,Daniel Henhawk
KPER 1500,K01 (16064),Foundations of Physical Education and Kinesiology (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Janet Lawson
KPER 2120,A01 (17563),Academic Skills in Kinesiology and Recreation Management (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Stephanie Chesser
KPER 2200,B03 (17576),Planning Principles (0),M,"Sep 18 - Dec 08, 13:00-14:15 (R)",Shelley Harms
KPER 2200,B01 (17574),Planning Principles (0),M,"Sep 18 - Dec 08, 13:00-14:15 (R)",Shelley Harms
KPER 2200,B05 (21283),Planning Principles (0),M,"Sep 18 - Dec 08, 13:00-14:15 (R)",Shelley Harms
KPER 2200,A01 (17573),Planning Principles (3),M,"Sep 03 - Sep 16, 13:00-14:15 (TR)",Shelley Harms
KPER 2200,B02 (17575),Planning Principles (0),M,"Sep 18 - Dec 08, 13:00-14:15 (R)",Shelley Harms
KPER 2200,A01 (17573),Planning Principles (3),M,"Sep 23 - Dec 08, 13:00-14:15 (T)",Shelley Harms
KPER 2200,B04 (17577),Planning Principles (0),M,"Sep 18 - Dec 08, 13:00-14:15 (R)",Shelley Harms
KPER 2320,B02 (17582),Human Anatomy (0),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Steven Passmore
KPER 2320,B03 (17583),Human Anatomy (0),M,"Sep 03 - Dec 08, 14:30-17:15 (F)",Steven Passmore
KPER 2320,B05 (21286),Human Anatomy (0),M,"Sep 03 - Dec 08, 18:00-20:45 (W)",Steven Passmore
KPER 2320,B01 (17581),Human Anatomy (0),M,"Sep 03 - Dec 08, 14:30-17:15 (M)",Steven Passmore
KPER 2320,A01 (17567),Human Anatomy (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Steven Passmore
KPER 2350,B02 (24805),Introduction to Research (0),M,"Dec 02 - Dec 02, 10:00-11:15 (T)",Veronica Silva
KPER 2350,B02 (24805),Introduction to Research (0),M,"Nov 18 - Nov 18, 10:00-11:15 (T)",Veronica Silva
KPER 2350,B02 (24805),Introduction to Research (0),M,"Oct 28 - Oct 28, 10:00-11:15 (T)",Veronica Silva
KPER 2350,B03 (24806),Introduction to Research (0),M,"Nov 20 - Nov 20, 08:30-09:45 (R)",Veronica Silva
KPER 2350,B03 (24806),Introduction to Research (0),M,"Oct 02 - Oct 02, 08:30-09:45 (R)",Veronica Silva
KPER 2350,B03 (24806),Introduction to Research (0),M,"Oct 16 - Oct 16, 08:30-09:45 (R)",Veronica Silva
KPER 2350,B03 (24806),Introduction to Research (0),M,"Oct 30 - Oct 30, 08:30-09:45 (R)",Veronica Silva
KPER 2350,B03 (24806),Introduction to Research (0),M,"Dec 04 - Dec 04, 08:30-09:45 (R)",Veronica Silva
KPER 2350,B04 (24807),Introduction to Research (0),M,"Dec 04 - Dec 04, 10:00-11:15 (R)",Veronica Silva
KPER 2350,B04 (24807),Introduction to Research (0),M,"Nov 20 - Nov 20, 10:00-11:15 (R)",Veronica Silva
KPER 2350,B04 (24807),Introduction to Research (0),M,"Oct 30 - Oct 30, 10:00-11:15 (R)",Veronica Silva
KPER 2350,B04 (24807),Introduction to Research (0),M,"Oct 16 - Oct 16, 10:00-11:15 (R)",Veronica Silva
KPER 2350,B04 (24807),Introduction to Research (0),M,"Oct 02 - Oct 02, 10:00-11:15 (R)",Veronica Silva
KPER 2350,B03 (24806),Introduction to Research (0),M,"Sep 18 - Sep 18, 08:30-09:45 (R)",Veronica Silva
KPER 2350,B02 (24805),Introduction to Research (0),M,"Oct 07 - Oct 07, 10:00-11:15 (T)",Veronica Silva
KPER 2350,B01 (24803),Introduction to Research (0),M,"Oct 07 - Oct 07, 08:30-09:45 (T)",Veronica Silva
KPER 2350,B02 (24805),Introduction to Research (0),M,"Oct 14 - Oct 14, 10:00-11:15 (T)",Veronica Silva
KPER 2350,A01 (24802),Introduction to Research (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Veronica Silva
KPER 2350,B01 (24803),Introduction to Research (0),M,"Oct 14 - Oct 14, 08:30-09:45 (T)",Veronica Silva
KPER 2350,B01 (24803),Introduction to Research (0),M,"Sep 16 - Sep 16, 08:30-09:45 (T)",Veronica Silva
KPER 2350,B01 (24803),Introduction to Research (0),M,"Oct 28 - Oct 28, 08:30-09:45 (T)",Veronica Silva
KPER 2350,B01 (24803),Introduction to Research (0),M,"Nov 18 - Nov 18, 08:30-09:45 (T)",Veronica Silva
KPER 2350,B02 (24805),Introduction to Research (0),M,"Sep 16 - Sep 16, 10:00-11:15 (T)",Veronica Silva
KPER 2350,B01 (24803),Introduction to Research (0),M,"Dec 02 - Dec 02, 08:30-09:45 (T)",Veronica Silva
KPER 2350,B04 (24807),Introduction to Research (0),M,"Sep 18 - Sep 18, 10:00-11:15 (R)",Veronica Silva
KPER 2540,D01 (20521),Psychology of Sport and Physical Activity (3),DE,Sep 03 - Dec 08,Shirley Toogood
KPER 3460,B05 (18568),Sociology of Physical Activity and Leisure (0),M,"Sep 03 - Dec 08, 12:30-13:20 (F)",Amanda Baker
KPER 3460,A01 (18561),Sociology of Physical Activity and Leisure (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MW)",Amanda Baker
KPER 3460,B01 (18562),Sociology of Physical Activity and Leisure (0),M,"Sep 03 - Dec 08, 11:30-12:20 (F)",Amanda Baker
KPER 3460,B06 (26294),Sociology of Physical Activity and Leisure (0),M,"Sep 03 - Dec 08, 12:30-13:20 (F)",Amanda Baker
KPER 3460,B02 (18565),Sociology of Physical Activity and Leisure (0),M,"Sep 03 - Dec 08, 11:30-12:20 (F)",Amanda Baker
KPER 3460,B04 (18567),Sociology of Physical Activity and Leisure (0),M,"Sep 03 - Dec 08, 12:30-13:20 (W)",Amanda Baker
KPER 3460,B03 (18566),Sociology of Physical Activity and Leisure (0),M,"Sep 03 - Dec 08, 12:30-13:20 (W)",Amanda Baker
KPER 3470,B05 (20355),Exercise Physiology (0),M,"Oct 24 - Oct 24, 14:30-17:15 (F)",Trisha Scribbans
KPER 3470,B05 (20355),Exercise Physiology (0),M,"Sep 12 - Sep 12, 14:30-17:15 (F)",Trisha Scribbans
KPER 3470,B04 (18555),Exercise Physiology (0),M,"Sep 17 - Sep 17, 14:30-17:15 (W)",Trisha Scribbans
KPER 3470,B05 (20355),Exercise Physiology (0),M,"Nov 28 - Nov 28, 14:30-17:15 (F)",Trisha Scribbans
KPER 3470,B05 (20355),Exercise Physiology (0),M,"Nov 07 - Nov 07, 14:30-17:15 (F)",Trisha Scribbans
KPER 3470,B04 (18555),Exercise Physiology (0),M,"Dec 03 - Dec 03, 14:30-17:15 (W)",Trisha Scribbans
KPER 3470,B05 (20355),Exercise Physiology (0),M,"Sep 26 - Sep 26, 14:30-17:15 (F)",Trisha Scribbans
KPER 3470,B04 (18555),Exercise Physiology (0),M,"Oct 29 - Oct 29, 14:30-17:15 (W)",Trisha Scribbans
KPER 3470,B04 (18555),Exercise Physiology (0),M,"Oct 01 - Oct 01, 14:30-17:15 (W)",Trisha Scribbans
KPER 3470,B05 (20355),Exercise Physiology (0),M,"Oct 10 - Oct 10, 14:30-17:15 (F)",Trisha Scribbans
KPER 3470,B04 (18555),Exercise Physiology (0),M,"Nov 19 - Nov 19, 14:30-17:15 (W)",Trisha Scribbans
KPER 3470,B04 (18555),Exercise Physiology (0),M,"Oct 15 - Oct 15, 14:30-17:15 (W)",Trisha Scribbans
KPER 3470,B03 (18553),Exercise Physiology (0),M,"Sep 15 - Sep 15, 14:30-17:15 (M)",Trisha Scribbans
KPER 3470,A01 (18530),Exercise Physiology (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Trisha Scribbans
KPER 3470,B01 (18552),Exercise Physiology (0),M,"Nov 24 - Nov 24, 14:30-17:15 (M)",Trisha Scribbans
KPER 3470,B01 (18552),Exercise Physiology (0),M,"Sep 22 - Sep 22, 14:30-17:15 (M)",Trisha Scribbans
KPER 3470,B01 (18552),Exercise Physiology (0),M,"Oct 20 - Oct 20, 14:30-17:15 (M)",Trisha Scribbans
KPER 3470,B01 (18552),Exercise Physiology (0),M,"Oct 06 - Oct 06, 14:30-17:15 (M)",Trisha Scribbans
KPER 3470,B01 (18552),Exercise Physiology (0),M,"Sep 08 - Sep 08, 14:30-17:15 (M)",Trisha Scribbans
