COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
ANTH 1210,A01 (50492),Ancient Peoples and Places (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",TBA
ANTH 1210,D01 (52118),Ancient Peoples and Places (3),DE,Jan 06 - Apr 09,Barbara Hewitt
ANTH 1210,A02 (50493),Ancient Peoples and Places (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",TBA
ANTH 1220,A03 (52093),Socio-Cultural Anthropology (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Nicole Hayes
ANTH 1220,A02 (50496),Socio-Cultural Anthropology (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Sölmundur Pálsson
ANTH 1220,A01 (50495),Socio-Cultural Anthropology (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",TBA
ANTH 1220,D01 (50705),Socio-Cultural Anthropology (3),DE,Jan 06 - Apr 09,TBA
ANTH 2000,D01 (52701),"Culture, Society, and Power (3)",DE,Jan 06 - Apr 09,Anna Fournier
ANTH 2000,A01 (51859),"Culture, Society, and Power (3)",M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Sölmundur Pálsson
ANTH 2100,A01 (51860),Introduction to Archaeology (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Kent Fowler
ANTH 2240,A01 (64274),Plagues and People (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Jose Sanchez
ANTH 2430,A01 (50500),"Ecology, Technology and Society (3)",M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Nicole Hayes
ANTH 2530,A01 (62113),Anthropology of Political Systems (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Sölmundur Pálsson
ANTH 2560,D01 (57368),Anthropology of Illness (3),DE,Jan 06 - Apr 09,Barbara Hewitt
ANTH 2640,A01 (65253),Manitoba Archaeology (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Sara Halwas
ANTH 2880,A01 (65219),Human Evolution (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Jose Sanchez
ANTH 3600,A01 (64283),Archaeological Method and Theory (3),M,"Jan 06 - Apr 09, 16:00-17:15 (TR)",Sara Halwas
ANTH 3750,A01 (52496),Anthropological Perspectives on Globalization and the World-System (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Nicole Hayes
ANTH 4700,A01 (65254),Forensic Anthropology (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Jose Sanchez
ANTH 4710,A01 (65255),Bringing the Past to Life Through Bioarchaeology and Palaeopathology (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Julia Gamble
ANTH 4790,T09 (65256),Advanced Faunal Analysis (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",
ANTH 4850,A01 (55720),Advanced Seminar in Anthropological Theory (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Kathleen Buddle
ANTH 7140,A01 (64285),Ethnographic Research Methods (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Kathleen Buddle
ANTH 7460,A01 (65257),Advanced Faunal Analysis in Archaeology (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",
ANTH 7930,T14 (65258),Special Problems in Bioanth Research (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Julia Gamble
ANTH 7950,T02 (66200),Anthropology Reading and Research: Transnational Migration and Diaspora (3),M,Jan 06 - Apr 09,Kathleen Buddle
ARTS 1110,A02 (50613),Introduction to University (3),M,"Jan 06 - Apr 09, 14:30-15:45 (T)",TBA
ARTS 1110,B07 (50607),Introduction to University (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",TBA
ARTS 1110,D01 (62065),Introduction to University (3),DE,Jan 06 - Apr 09,TBA
ARTS 1110,B14 (53416),Introduction to University (0),M,"Jan 06 - Apr 09, 20:30-21:45 (W)",TBA
ARTS 1110,B13 (53415),Introduction to University (0),M,"Jan 06 - Apr 09, 20:30-21:45 (W)",TBA
ARTS 1110,B10 (50609),Introduction to University (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",TBA
ARTS 1110,B09 (50608),Introduction to University (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",TBA
ARTS 1110,B08 (55944),Introduction to University (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",TBA
ARTS 1110,A01 (50612),Introduction to University (3),M,"Jan 06 - Apr 09, 11:30-12:45 (T)",TBA
ARTS 1110,B04 (50604),Introduction to University (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",TBA
ARTS 1110,B03 (50603),Introduction to University (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",TBA
ARTS 1110,B02 (51233),Introduction to University (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",TBA
ARTS 1110,B01 (50601),Introduction to University (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",TBA
ARTS 1110,A03 (50614),Introduction to University (3),M,"Jan 06 - Apr 09, 19:00-20:15 (W)",TBA
ARTS 1160,D01 (53398),Leadership: An Interdisciplinary Approach (3),DE,Jan 06 - Apr 09,Jeffery Taylor
ARTS 3010,K01 (59483),Arts Co-operative Option 1 (1),WKT,Jan 06 - Apr 09,Laura Basilious
ARTS 3020,K01 (60148),Arts Co-operative Option 2 (1),WKT,Jan 06 - Apr 09,Laura Basilious
ARTS 3030,K01 (60995),Arts Co-operative Option 3 (1),WKT,Jan 06 - Apr 09,Laura Basilious
ASIA 1430,A01 (50105),Asian Civilization from 1500 (B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Jeong Kim
ASIA 1750,A02 (61297),Introduction to Korean (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Hyekyung Song
ASIA 1750,A01 (51693),Introduction to Korean (Part B) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Hyekyung Song
ASIA 1750,B02 (61298),Introduction to Korean (Part B) (0),M,"Jan 06 - Apr 09, 10:00-10:50 (M)",Linxiao Wang
ASIA 1750,B01 (58663),Introduction to Korean (Part B) (0),M,"Jan 06 - Apr 09, 10:00-10:50 (T)",Haelee Cha
ASIA 1760,B01 (53133),Introduction to Chinese (Mandarin) (Part B) (0),M,"Jan 06 - Apr 09, 13:30-14:20 (R)",TBA
ASIA 1760,A01 (50632),Introduction to Chinese (Mandarin) (Part B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Shu Zhu
ASIA 1760,A02 (52817),Introduction to Chinese (Mandarin) (Part B) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Shu Zhu
ASIA 1760,B02 (53134),Introduction to Chinese (Mandarin) (Part B) (0),M,"Jan 06 - Apr 09, 14:30-15:20 (R)",TBA
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Mar 17 - Mar 17, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Jan 13 - Jan 13, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Jan 14 - Jan 14, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Jan 21 - Jan 21, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Jan 28 - Jan 28, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Feb 04 - Feb 04, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Apr 08 - Apr 08, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Apr 01 - Apr 01, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Mar 25 - Mar 25, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Mar 18 - Mar 18, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,A05 (57445),Introduction to Japanese (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",TBA
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Jan 27 - Jan 27, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Feb 17 - Feb 17, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Apr 07 - Apr 07, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Mar 03 - Mar 03, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Mar 10 - Mar 10, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Mar 17 - Mar 17, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Mar 24 - Mar 24, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Mar 31 - Mar 31, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Apr 07 - Apr 07, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Jan 20 - Jan 20, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Jan 13 - Jan 13, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Feb 24 - Feb 24, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Mar 11 - Mar 11, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Mar 04 - Mar 04, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B02 (50634),Introduction to Japanese (Part B) (0),M,"Feb 03 - Feb 10, 15:30-16:20 (T)",Mei Miyakawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Mar 31 - Mar 31, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Feb 18 - Feb 18, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B04 (50636),Introduction to Japanese (Part B) (0),M,"Feb 25 - Feb 25, 17:00-17:50 (W)",Ryunosuke Yamaguchi
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Jan 27 - Jan 27, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Feb 03 - Feb 03, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,A01 (50637),Introduction to Japanese (Part B) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Yukimi Mizuno
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Feb 17 - Feb 17, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Feb 24 - Feb 24, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,A02 (50638),Introduction to Japanese (Part B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Yuhko Kayama
ASIA 1770,A04 (50639),Introduction to Japanese (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Satoru Nakagawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Mar 10 - Mar 10, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Feb 03 - Feb 10, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Mar 24 - Mar 24, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Jan 13 - Jan 13, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Mar 31 - Mar 31, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Jan 20 - Jan 20, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Jan 20 - Jan 20, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B05 (57446),Introduction to Japanese (Part B) (0),M,"Mar 03 - Mar 03, 14:30-15:20 (T)",Mei Miyakawa
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Mar 24 - Mar 24, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Mar 10 - Mar 10, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Mar 03 - Mar 03, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Mar 17 - Mar 17, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Feb 17 - Feb 17, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Apr 07 - Apr 07, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Jan 27 - Jan 27, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 1770,B01 (50633),Introduction to Japanese (Part B) (0),M,"Feb 24 - Feb 24, 13:30-14:20 (T)",Ryunosuke Yamaguchi
ASIA 2600,A01 (65353),Japanese Film (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Adrian Thieret
ASIA 2630,A01 (64261),Chinese Civilization (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Adrian Thieret
ASIA 2750,B01 (58666),Intermediate Korean (Part B) (0),M,"Jan 06 - Apr 09, 11:30-12:20 (R)",Haelee Cha
ASIA 2750,A01 (55967),Intermediate Korean (Part B) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Hyekyung Song
ASIA 2760,B01 (58669),Intermediate Chinese (Mandarin) (Part B) (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",Chi Man Brittany Chan
ASIA 2760,A01 (50641),Intermediate Chinese (Mandarin) (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Shu Zhu
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Mar 06 - Mar 06, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Feb 20 - Feb 20, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Feb 13 - Feb 13, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Feb 06 - Feb 06, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Jan 30 - Jan 30, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Jan 23 - Jan 23, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Jan 16 - Jan 16, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Apr 03 - Apr 03, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Mar 27 - Mar 27, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Mar 20 - Mar 20, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Mar 13 - Mar 13, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 2770,A01 (50644),Intermediate Japanese (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Yuhko Kayama
ASIA 2770,B01 (50642),Intermediate Japanese (Part B) (0),M,"Feb 27 - Feb 27, 09:30-10:20 (F)",Ryunosuke Yamaguchi
ASIA 3750,A01 (65354),Advanced Korean (Part B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Hyekyung Song
ASIA 3760,A01 (65355),Advanced Chinese (Mandarin) (Part B) (3),M,"Jan 06 - Apr 09, 15:30-16:20 (MWF)",Shu Zhu
ASIA 3770,A01 (64262),Advanced Japanese (Part B) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Yuhko Kayama
CDN 1000,D01 (62665),Introduction to Canada (3),DE,Jan 06 - Apr 09,Olga Skarlato
CATH 1190,A02 (51589),Introduction to Catholic Studies (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Meredith Bacola
CATH 1190,A01 (50675),Introduction to Catholic Studies (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Michael Caligiuri
CATH 2800,A01 (65507),Catholicism on Film (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Timothy Penner
CATH 3900,A01 (65508),Catholic Social Teaching (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Meredith Bacola
CLAS 1270,D01 (50624),Introduction to Ancient Greek Culture (3),DE,Jan 06 - Apr 09,Paul Monaghan
CLAS 1270,A02 (56160),Introduction to Ancient Greek Culture (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",Keith Collins
CLAS 1280,A01 (50010),Introduction to Ancient Roman Culture (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Lea Stirling
CLAS 1280,D01 (50625),Introduction to Ancient Roman Culture (3),DE,Jan 06 - Apr 09,Harrison Grey
CLAS 1520,A02 (58585),Greek and Roman Mythology (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Keith Collins
CLAS 1520,D01 (58586),Greek and Roman Mythology (3),DE,Jan 06 - Apr 09,Heather Barkman
CLAS 1520,A01 (58584),Greek and Roman Mythology (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Harrison Grey
CLAS 2500,T02 (65273),The World of Myth and Legend (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Robert Nau
CLAS 2680,A01 (65274),Roman Art and Archaeology (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Lea Stirling
CLAS 3682,A01 (65275),Greek and Roman Epic (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Robert Nau
CLAS 3710,T13 (65276),Minos and Agamemnon (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Mark Lawall
CLAS 7002,A01 (59801),Proseminar in Classical Studies 2 (0),M,Jan 06 - Apr 09,Christopher Sampson
CLAS 7310,T12 (65277),Minos and Agamemnon (3),M,Jan 06 - Apr 09,Mark Lawall
GRK 1020,A01 (50002),Introduction to the Reading of Ancient Greek 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Keith Collins
GRK 2732,A01 (65278),Readings in Greek Poetry (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Christopher Sampson
GRK 3790,A01 (65279),The Greek Tragedians (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Christopher Sampson
GRK 7100,T11 (65280),Bacchae (3),M,Jan 06 - Apr 09,Christopher Sampson
LATN 1080,A01 (60158),Introduction to the Reading of Latin 1 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Keith Collins
LATN 1090,A01 (50007),Introduction to the Reading of Latin 2 (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Robert Nau
LATN 2720,A01 (64527),Selected Readings in Republican and Augustan Poetry (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Rory Egan
LATN 3740,A01 (65281),Roman Comedy (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Rory Egan
LATN 7200,T11 (65282),Roman Comedy (3),M,Jan 06 - Apr 09,Rory Egan
ECON 1010,A03 (52500),Introduction to Microeconomic Principles (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Maryam Afandak
ECON 1010,A04 (59786),Introduction to Microeconomic Principles (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Md. Alauddin
ECON 1010,A05 (61926),Introduction to Microeconomic Principles (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Rashed Ahmed
ECON 1010,D01 (51743),Introduction to Microeconomic Principles (3),DE,Jan 06 - Apr 09,Md. Alauddin
ECON 1010,D02 (65283),Introduction to Microeconomic Principles (3),DE,Jan 06 - Apr 09,Zheting Zhu
ECON 1010,A01 (52173),Introduction to Microeconomic Principles (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Rashed Ahmed
ECON 1010,A02 (51682),Introduction to Microeconomic Principles (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Deepthi Mohan
ECON 1020,D01 (51744),Introduction to Macroeconomic Principles (3),DE,Jan 06 - Apr 09,Atish Kumar Neogi
ECON 1020,A01 (51666),Introduction to Macroeconomic Principles (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Mehmet Oguzoglu
ECON 1020,A04 (65284),Introduction to Macroeconomic Principles (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Mohammad Saquib Hasan
ECON 1020,A03 (51668),Introduction to Macroeconomic Principles (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Mohammad Saquib Hasan
ECON 1020,A02 (60257),Introduction to Macroeconomic Principles (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Shayne St Denis
ECON 1020,D02 (65739),Introduction to Macroeconomic Principles (3),DE,Jan 06 - Apr 09,Atish Kumar Neogi
ECON 1220,A01 (55738),Introduction to Global and Environmental Economic Issues and Policies (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Deepthi Mohan
ECON 2010,A02 (55739),Microeconomic Theory 1 (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Irwin Lipnowski
ECON 2010,D01 (53381),Microeconomic Theory 1 (3),DE,Jan 06 - Apr 09,Md. Aslam Hossain
ECON 2010,A01 (52999),Microeconomic Theory 1 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Irwin Lipnowski
ECON 2020,A01 (61936),Macroeconomic Theory 1 (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Carlos Yepez
ECON 2020,D01 (53382),Macroeconomic Theory 1 (3),DE,Jan 06 - Apr 09,Md. Aslam Hossain
ECON 2040,A01 (54508),Quantitative Methods in Economics (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Onomeabure Abolade
ECON 2040,D01 (57450),Quantitative Methods in Economics (3),DE,Jan 06 - Apr 09,Maryam Afandak
ECON 2350,A01 (65285),Community Economic Development (3),M,"Jan 06 - Apr 09, 16:00-17:15 (TR)",Angela Gail Ciceron
ECON 2362,A01 (51862),Economics of Gender (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Anamary Maqueira Linares
ECON 2390,A01 (59899),Introduction to Environmental Economics (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Soodeh Saberian Ranjbar
ECON 2540,A01 (63621),Political Economy 1: Production and Distribution (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Shayan Haghighat Javan
ECON 2550,A01 (50380),Political Economy 2: Economic Growth and Fluctuations in a Global Economic Environment (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Robert Chernomas
ECON 2610,T07 (65286),Law and Economics (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Irwin Lipnowski
ECON 2610,T05 (63622),Game Theory (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Safoura Moeeni
ECON 2670,A01 (64363),Income Distribution (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",
ECON 3010,A01 (53004),Microeconomic Theory 2 (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Safoura Moeeni
ECON 3020,A01 (53005),Macroeconomic Theory 2 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Federico Guzman
ECON 3030,A01 (53006),Mathematical Economics 2 (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Julia Witt
ECON 3040,A01 (53007),Introduction to Econometrics (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Ryan Godwin
ECON 3040,A02 (58511),Introduction to Econometrics (3),M,"Jan 06 - Apr 09, 16:00-17:15 (TR)",Ryan Godwin
ECON 3650,A01 (64406),Monetary Macroeconomics and Policy (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Carlos Yepez
ECON 3692,A01 (61853),Economic Determinants of Health (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Robert Chernomas
ECON 4040,A02 (65287),Seminar in Applied Econometrics (3),M,"Jan 06 - Apr 09, 16:00-17:15 (TR)",Edgar Villa Perez
ECON 4040,A01 (53010),Seminar in Applied Econometrics (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Edgar Villa Perez
ECON 4434,A01 (65288),Emerging Issues in Economic Development (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Jonathan Jenner
ECON 4490,T20 (65289),Heterodox Labour Economics (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Fletcher Baragar
ECON 4490,T18 (64407),Heterodox Feminist (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Arpita Biswas
ECON 4490,T08 (65290),Topics in Environmental Health (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Soodeh Saberian Ranjbar
ECON 4610,A01 (65291),Economics and Society Field Placement Seminar (Part B) (1.5),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",
ECON 4620,A01 (65292),Economics and Society Field Placement (Part B) (3),M,Jan 06 - Apr 09,
ECON 4822,A02 (53693),Economic Research and Communication (Part B) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Janelle Mann
ECON 7000,A01 (51225),M.A. Research Workshop (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Mehmet Oguzoglu
ECON 7020,A01 (62670),Econometrics II (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Edgar Villa Perez
ECON 7130,A01 (65293),Advanced Development Economics (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",John Serieux
ECON 7300,T25 (64412),Heterodox Feminist (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Arpita Biswas
ECON 7300,T05 (65294),Heterodox Labour Economics (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Fletcher Baragar
